Product Name,SalesAmountWithShipping,MarketShare,RelativeMarketShare,CAGR,Category
"""While you Were Out"" Message Book, One Form per Page",271.28,0.002878513998513968,0.00138345907606883,0.10397673132348983,Dog
#10 Self-Seal White Envelopes,858.0,0.009104117556491393,0.004375582008504336,0.0921089681265237,Dog
"#10 White Business Envelopes,4 1/8 x 9 1/2",2887.0699999999997,0.03063429449163124,0.014723323484024024,-0.04507824269301275,Dog
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",1958.86,0.020785188481012504,0.009989688313728208,0.7502467666517829,Dog
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",883.47,0.009374376151087938,0.004505472537358188,-0.39991832683417317,Dog
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",2543.87,0.026992647469034684,0.01297309068062229,-0.02424326441507918,Dog
#6 3/4 Gummed Flap White Envelopes,632.04,0.006706487716089533,0.003223243418012914,0.07878476548444535,Dog
*Staples* Highlighting Markers,576.9300000000001,0.0061217232422687414,0.002942196419774367,-0.365820044660049,Dog
*Staples* Letter Opener,249.54,0.002647833910311028,0.0012725905995363308,-0.2588114364244988,Dog
*Staples* Packaging Labels,12.54,0.00013306017967179727,6.395081397044798e-05,1.7100591715976332,Dog
"*Staples* vLetter Openers, 2/Pack",345.44,0.003665415348151966,0.0017616562342864079,-0.1523470866957748,Dog
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",11788.9,0.12509036300899928,0.06012039480193097,1.0445714500530956,Dog
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",185.54,0.0019687388944422063,0.000946206859974236,1.3477053089168725,Dog
12 Colored Short Pencils,405.20000000000005,0.004299520319219478,0.002066417051102514,0.014768817830640213,Dog
12-1/2 Diameter Round Wall Clock,3442.56,0.036528520903583925,0.01755618135104509,1.1914868230169833,Dog
14-7/8 x 11 Blue Bar Computer Printout Paper,116.07,0.0012316024764358461,0.0005919275101714432,0.0,Dog
1726 Digital Answering Machine,4142.46,0.04395506155368687,0.021125493527912438,0.23020428182928,Dog
"210 Trimline Phone, White",529.53,0.005618768496140894,0.00270046846266119,0.04735301081994647,Dog
2160,10011.08,0.1062261645541257,0.05105396449148903,3.1322960191943743,Dog
2160i,31806.82,0.3374977020724494,0.16220670086216304,-0.36478247609526515,Dog
2180,31091.11,0.32990340373170757,0.15855676170213198,-0.20837293893261266,Dog
2190,4587.09,0.04867296806783928,0.023392993561060785,-0.12559687862804958,Dog
2300 Heavy-Duty Transfer File Systems by Perma,1658.86,0.017601930594127402,0.008459764534530888,0.027770400614483437,Dog
232,7454.45,0.07909812251630216,0.038015801052791544,0.4129186462425274,Dog
"24 Capacity Maxi Data Binder Racks, Pearl",3198.21,0.03393575735471601,0.016310058432888873,-0.6392245348497971,Dog
252,11943.32,0.1267288919519753,0.06090789756854314,0.48588265254365637,Dog
270c,7070.4400000000005,0.07502344631249301,0.03605744761795967,0.8165212311660941,Dog
282,19167.96,0.20338853281832722,0.09775172600901022,-0.6372493296054033,Dog
"3.5"" IBM Formatted Diskettes, DS/HD",300.08,0.003184106755654938,0.0015303317588717727,0.06831048115443816,Dog
3.6 Cubic Foot Counter Height Office Refrigerator,13427.98,0.14248241079978471,0.06847928636195344,-0.25523242388166656,Dog
300 Series Non-Flip,8151.88,0.08649845434313644,0.041572516857210175,-0.01454343375648992,Dog
3285,16933.11,0.17967485318997667,0.08635455881587979,0.3856122849426671,Dog
3390,9698.26,0.10290687544687438,0.04945866196946068,0.8498786863076417,Dog
3395,17251.9,0.183057489129177,0.08798030682111417,0.16185974558162908,Dog
36X48 HARDFLOOR CHAIRMAT,462.0,0.0049022171458030575,0.002356082619963873,3.4908485856905163,Dog
3M Hangers With Command Adhesive,217.33999999999997,0.0023061642304520267,0.0011083787805691518,1.186336314323413,Dog
3M Office Air Cleaner,2485.08,0.026368835031801433,0.012673276617358922,0.23764441954507443,Dog
3M Organizer Strips,776.14,0.008235512587756677,0.003958116806620693,-0.05318728980772269,Dog
3M Polarizing Light Filter Sleeves,1343.0,0.014250384473622308,0.006848958784873337,-0.3318416804806059,Dog
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",10107.46,0.10724883920458564,0.051545478004285814,0.15925835044852765,Dog
4009® Highlighters by Sanford,330.56,0.0035075257569624646,0.0016857720148382206,-0.43536165215053246,Dog
5125,24384.43,0.258739763715659,0.12435439766390838,1.6087758535284458,Dog
5165,22576.62,0.2395573455806931,0.11513502597300601,0.0,Dog
5170,9663.94,0.10254271074461473,0.04928363868912051,0.23151854804441574,Dog
5170i,3824.65,0.04058282425691702,0.0195047432736901,-0.4248455024402116,Dog
5180,9478.46,0.10057460850174987,0.0483377378139021,0.16530219702959936,Dog
5185,16863.5,0.17893623125162308,0.08599956550164671,0.5094828540282881,Dog
5190,3205.97,0.034018097625390105,0.016349632461310777,-0.9544499885855917,Dog
"6"" Cubicle Wall Clock, Black",735.54,0.0078047116870648935,0.0037510671218359895,0.07282796075864084,Dog
600 Series Flip,7340.1900000000005,0.07788572569578386,0.0374331040827546,0.9420341054259826,Dog
600 Series Non-Flip,5502.75,0.05838890779018999,0.028062626919926847,0.5768506260305579,Dog
6000,4634.299999999999,0.049173906750638756,0.023633752566447133,-0.19932042763043423,Dog
6120,12982.45,0.13775495451197164,0.0662071965574675,-0.46165076697151575,Dog
6160,6512.94,0.06910789207269818,0.03321433926161798,0.2945828831304167,Dog
6162,508.96000000000004,0.005400503113696806,0.0025955666888675608,-0.30361463283680246,Dog
6162i,3703.84,0.03930092630586839,0.018888642967807342,-0.5631834774479112,Dog
6162m,6966.9,0.07392479790713273,0.035529419924299366,0.000358904062147003,Dog
6185,15258.26,0.16190325495047828,0.07781324934391769,-0.5760585184695859,Dog
6190,11365.28,0.12059539065552506,0.05796004043078574,82.51279000594886,Question Mark
6340,6380.0,0.06769728439442317,0.03253637903759634,-0.42839561854644603,Dog
636,4892.620000000001,0.0519149040084393,0.024951118935254646,0.4050630281397918,Dog
688,19636.8,0.20836332824395123,0.10014269089113978,0.16087299182087578,Dog
7160,8907.57,0.09451697485160378,0.04542634385954892,0.9490993423931451,Dog
"80 Minute CD-R Spindle, 100/Pack - Staples",12716.86,0.13493681630471227,0.06485275503574411,-0.21541970004722,Dog
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",2822.02,0.02994405807315832,0.014391585011234737,-0.6844499341786867,Dog
8260,7009.86,0.07438064043653467,0.035748505009480416,3.611024628565932,Dog
8290,4815.77,0.05109945944641557,0.0245592034604836,-0.0441828590009552,Dog
8860,14652.17,0.1554721190416043,0.07472234433280533,0.8154044372255655,Dog
8890,16767.68,0.17791949868255197,0.08551090784657107,0.6179917596592424,Dog
9-3/4 Diameter Round Wall Clock,1109.5,0.011772748751663403,0.005658168110064756,0.7197894534706104,Dog
A1228,8267.54,0.08772570636712687,0.04216235347155005,1.027279982406172,Dog
"ACCOHIDE® 3-Ring Binder, Blue, 1""",330.82,0.0035102845804644315,0.0016870979487801914,0.3420583510290067,Dog
ACCOHIDE® Binder by Acco,355.39,0.003770993401400322,0.0018123987062964523,0.7286765615366504,Dog
APC 7 Outlet Network SurgeArrest Surge Protector,84.98,0.00090171085075832,0.00043337640918729426,0.0,Dog
AT&T 1430 2.4GHz Analog Phone w/Caller ID,1165.6599999999999,0.012368654628088293,0.005944569841530494,-0.3484556531595352,Dog
AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,9878.94,0.10482404556354905,0.05038008406421192,0.7976921431394903,Dog
"AT&T Black Trimline Phone, Model 210",1073.17,0.011387256221561618,0.005472894340403961,0.3006135012407092,Dog
Accessory1,290.42,0.003081605851697238,0.0014810682131816192,0.0,Dog
Accessory12,3277.62,0.03477836571737449,0.0167150292572424,-0.6210576985688724,Dog
Accessory13,5193.8099999999995,0.055110788818275705,0.026487111412109444,0.48638999699912655,Dog
Accessory15,1264.3500000000001,0.013415840364277266,0.006447863767427108,0.4919822627032462,Dog
Accessory17,4379.79,0.046473336868001675,0.022335816229635437,-0.006066874870410688,Dog
Accessory2,4430.71,0.047013641840002306,0.02259549529242453,0.28510905577062773,Dog
Accessory20,4917.93,0.052183464865496174,0.025080193504759592,-0.0011242810713349982,Dog
Accessory21,7699.17,0.08169481208323058,0.039263810876942105,1.4623097784899053,Dog
Accessory23,2093.67,0.022215638466782442,0.010677185062640178,0.41690716413086126,Dog
Accessory24,7021.85,0.07450786464341386,0.03580965096318901,-0.598574363619369,Dog
Accessory25,3306.32,0.03508289738855318,0.016861391965452284,0.4468053187634078,Dog
Accessory27,5551.47,0.05890586887102013,0.02831108654166849,1.3457784207010612,Dog
Accessory28,3094.4500000000003,0.032834774560238686,0.015780908795123828,2.2555414032644627,Dog
Accessory29,2191.71,0.023255927144216492,0.011177164153681862,-0.31397175262474075,Dog
Accessory31,6633.05,0.07038236242201076,0.033826869745349285,-0.15804529461434114,Dog
Accessory32,6000.93,0.06367502583715139,0.030603218347661915,1.263874592015334,Dog
Accessory34,24435.019999999997,0.259276567103984,0.12461239381054033,0.34097875785459775,Dog
Accessory35,7610.39,0.08075277996590505,0.03881105543321831,0.41938122995630733,Dog
Accessory36,7923.6,0.08407620730840933,0.04040834685615963,-0.057693635147350375,Dog
Accessory37,1447.32,0.015357309349488488,0.007380964280359552,-0.6671853641614057,Dog
Accessory39,2869.95,0.030452636574886328,0.014636015833691162,-0.054303445394554894,Dog
Accessory4,13599.289999999999,0.14430015716179234,0.06935292383733442,0.0,Dog
Accessory41,5794.29,0.06148239780466493,0.029549406848550803,-0.3795158983661201,Dog
Accessory6,8244.54,0.08748165659579901,0.04204505931514492,0.39072426870957866,Dog
Accessory8,13686.16,0.14522192253723804,0.06979593876633065,3.773911585869085,Dog
Accessory9,5182.87,0.05499470601400063,0.026431320191628048,0.6033284613408312,Dog
Acco 3-Hole Punch,239.45999999999998,0.0025408764453116886,0.001221185160555301,-0.7918873921598304,Dog
Acco 6 Outlet Guardian Premium Surge Suppressor,760.06,0.008064889965019636,0.003876112892055717,0.026024105570115807,Dog
"Acco Clips to Go™ Binder Clips, 24 Clips in Two Sizes",232.92000000000002,0.0024714814233775936,0.0011878328221687996,0.7715965163850007,Dog
Acco D-Ring Binder w/DublLock®,1725.35,0.01830744665045737,0.008798846641460321,-0.36326488711167026,Dog
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",241.17,0.0025590210152669334,0.0012299057260967256,0.19773871134049692,Dog
Acco Keyboard-In-A-Box®,648.2,0.006877959207596412,0.0033056553122523436,0.3180785564908797,Dog
"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",80.56,0.0008548108512248794,0.00041083553217378705,0.0,Dog
"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",229.34,0.0024334945459274313,0.0011695757317370448,0.9723453677890743,Dog
Acco Perma® 2700 Stacking Storage Drawers,5056.08,0.053649355122406754,0.025784723405079955,1.2466806445077143,Dog
Acco Perma® 3000 Stacking Storage Drawers,4511.4,0.04786983210297816,0.0230069937915693,0.0,Dog
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",360.29999999999995,0.003823092722149008,0.0018374384588159816,0.7822566594977942,Dog
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",111.51,0.0011832169565551926,0.000568672668727644,0.0,Dog
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1015.79,0.010778405096396727,0.00518027091890282,0.7102917940664539,Dog
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",1755.18,0.01862396859300998,0.008950972062571842,0.558424838563955,Dog
"Acco Six-Outlet Power Strip, 4' Cord Length",642.76,0.006820236131247561,0.003277912694389565,0.0,Dog
Acco Smartsocket® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,2038.46,0.021629812906999352,0.010395628089808566,1.9301757036766372,Dog
"Acco Smartsocket™ Table Surge Protector, 6 Color-Coded Adapter Outlets",2485.99,0.026378490914058316,0.01267791738615582,0.0,Dog
Acco Suede Grain Vinyl Round Ring Binder,92.14,0.0009776846056586445,0.00046989059005080367,-0.06870890553742626,Dog
Accohide Poly Flexible Ring Binders,47.730000000000004,0.0005064563298034198,0.00024341087327029364,1.1591483756761725,Dog
Acco® Hot Clips™ Clips to Go,665.09,0.007057176626628042,0.0033917900210211523,0.5014986057440196,Dog
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",726.6600000000001,0.007710487253613095,0.0037057813779717494,0.26296053154202537,Dog
Acme Galleria® Hot Forged Steel Scissors with Colored Handles,965.17,0.01024128338228298,0.004922121779892925,0.2721532835292293,Dog
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",614.16,0.006516765546031181,0.003132059960772754,-0.3691114769770035,Dog
Acme Kleencut® Forged Steel Scissors,102.44,0.001086976459775033,0.0005224179731365783,0.25241864555848736,Dog
"Acme® 8"" Straight Scissors",3172.14,0.03365913224434569,0.016177108056476625,0.11732953390729794,Dog
Acme® Box Cutter Scissors,1811.04,0.019216691211547985,0.009235843870258383,-0.4100056175291892,Dog
Acme® Design Stainless Steel Bent Scissors,375.78,0.003987348829112279,0.0019163825258225631,-0.3327055082302096,Dog
Acme® Elite Stainless Steel Scissors,746.7,0.00792312888045702,0.0038079802864221302,-0.14545961136827568,Dog
Acme® Forged Steel Scissors with Black Enamel Handles,1006.76,0.010682589034001485,0.00513422021314898,-0.503131527861446,Dog
